index,hypothesis,system,mqm,sqm,gemba,domain,doc,source,reference
1597,"When using, make sure to let the water finish filtering completely before emptying it!",refA,-0.0,87.0,0.0,user_review,home_improvement-5-zh_0334665-92,用的时候一定要等所有水过滤完再倒出！,"When using, make sure to let the water finish filtering completely before emptying it!"
1598,Unfinished image,refA,-0.0,82.5,0.0,user_review,jewelry-1-zh_0186356-87,图片不完整,Unfinished image
1599,"This bead is made in Thailand, but there is no indication of origin, this is two; there is no indication of texture, this is three; I purchased it in the United Kingdom, where clearly each item has a box, here there is only a simple plastic bag, and the beads lack any product logo, where I can determine whether it is true or false, The picture did not remove the side details, the side details and the main style are inconsistent, there is a significant difference, so this is one.",refA,-2.1,49.5,-2.0,user_review,jewelry-1-zh_0186356-87,图片没有拍出侧面的细节，侧面的细节跟主体的风格并不一致，有很大差别，这是其一；这个珠子是泰国产的，没有标明产地，这是其二；没有标明质地，这是其三；我在英国买的时候，分明每项各有盒子，这里只有一个简简单单的塑料袋，而且珠子上面没有任何的产品标志，我哪里判断得出是真是假。,"This bead is made in Thailand, but there is no indication of origin, this is two; there is no indication of texture, this is three; I purchased it in the United Kingdom, where clearly each item has a box, here there is only a simple plastic bag, and the beads lack any product logo, where I can determine whether it is true or false, The picture did not remove the side details, the side details and the main style are inconsistent, there is a significant difference, so this is one."
1600,"When purchasing, especially from Hong Kong, exercise caution.",refA,-0.0,76.0,0.0,user_review,jewelry-1-zh_0186356-87,购买要慎重哦，尤其是买香港出来的东西。,"When purchasing, especially from Hong Kong, exercise caution."
1601,Customer support on Amazon is atrocious,refA,-1.0,72.0,0.0,user_review,jewelry-2-zh_0840018-63,亚马逊客服真烂,Customer support on Amazon is atrocious
1602,"I ordered something two days ago, and when I got it today, the price had been dropped by 40 yuan, It took me a while to locate customer support, but once I did, they told me that since I couldn't make up the difference, I could repurchase the item and return it.",refA,-17.1,48.0,0.0,user_review,jewelry-2-zh_0840018-63,两天前下的订单，今天收到就发现降了40块钱，花了好多时间找到客服，客服说没法补差价，可以重买并退货。,"I ordered something two days ago, and when I got it today, the price had been dropped by 40 yuan, It took me a while to locate customer support, but once I did, they told me that since I couldn't make up the difference, I could repurchase the item and return it."
1603,"Actually, this kind of customer care and experience is 10,000 times worse than that of a particular treasure.",refA,-7.0,41.0,-25.0,user_review,jewelry-2-zh_0840018-63,这种客户体验和服务比某宝某东真是差一万倍。,"Actually, this kind of customer care and experience is 10,000 times worse than that of a particular treasure."
1604,"Okay, for a beginner, it's worth purchasing",refA,-7.0,74.0,-5.0,user_review,jewelry-3-zh_0030496-43,还行，作为新手来说，值得入手,"Okay, for a beginner, it's worth purchasing"
1605,"While not on par with the best King Kong, the quality is respectable, I've seen the pricing in the mall before; it's at least several hundred, King Kong is my first game, and I like it.",refA,-16.0,57.0,-5.0,user_review,jewelry-3-zh_0030496-43,品相过得去，和极品金刚没得比，之前看过商场那个价格，少说都好几百，我是第一次玩金刚，还行。,"While not on par with the best King Kong, the quality is respectable, I've seen the pricing in the mall before; it's at least several hundred, King Kong is my first game, and I like it."
1606,Nice things,refA,-6.1,87.0,-25.0,user_review,jewelry-4-zh_0972166-59,东西不错,Nice things
1607,"The item is excellent, and I presented it to my girlfriend, However, I was disappointed that I couldn't receive the quick delivery because I wasn't in Canada at noon, I had to run twice since the shipping company dropped the mail right in the treasure and did not send me a text message to confirm that I could pick up the box.",refA,-18.0,84.0,-25.0,user_review,jewelry-4-zh_0972166-59,东西着实不错，送女友的，只是中午我不在加拿快递的时候有些不愉快，物流公司直接放邮件寄存宝里并且没发取件的验证短信给我，害我跑了两趟。,"The item is excellent, and I presented it to my girlfriend, However, I was disappointed that I couldn't receive the quick delivery because I wasn't in Canada at noon, I had to run twice since the shipping company dropped the mail right in the treasure and did not send me a text message to confirm that I could pick up the box."
1608,The baby though is excellent.,refA,-5.0,85.0,-25.0,user_review,jewelry-4-zh_0972166-59,不过宝贝确实不错。,The baby though is excellent.
1622,Irregular bottom,refA,-1.0,79.0,0.0,user_review,kitchen-2-zh_0586668-117,底不平,Irregular bottom
1623,"Everyone is anticipating this pot because of the positive comments, When I first got it, I really liked it, although it is quite lightweight, there was an issue when I opened the pot, the pot's bottom is not perfectly flat, the oil has spread to the edges if it has sunk, Large, fatty meat that was particularly purchased is fried in so much oil that it cannot cover the entire surface of the pot.",refA,-23.0,83.0,-17.0,user_review,kitchen-2-zh_0586668-117,因为看点评里说的都很好，所有对这款锅很有期待，拿到手的时候也很喜欢，很轻巧，但开锅的时候就发现问题了，锅底不是平的，中间突起来，周边凹下去，油都跑到周边了，特意买来的开锅大肥肉炸出好多油都没法覆盖中央区域，糊了，开锅都开不了，这样的构造估计没法正常煮菜。,"Everyone is anticipating this pot because of the positive comments, When I first got it, I really liked it, although it is quite lightweight, there was an issue when I opened the pot, the pot's bottom is not perfectly flat, the oil has spread to the edges if it has sunk, Large, fatty meat that was particularly purchased is fried in so much oil that it cannot cover the entire surface of the pot."
1624,"I'm not sure if I merely received a pot with a poor foundation out of luck, Fortunately Amazon offers a 30-day return policy, so I firmly returned it.",refA,-2.0,85.0,-1.0,user_review,kitchen-2-zh_0586668-117,不知道是否我运气不好，刚好拿到个底子不平的锅，幸亏亚马逊提供一个月的退货服务，果断退了。,"I'm not sure if I merely received a pot with a poor foundation out of luck, Fortunately Amazon offers a 30-day return policy, so I firmly returned it."
1625,I spent a lot of time working in vain as I scrubbed the pot clean before returning it.,refA,-1.0,81.0,-6.0,user_review,kitchen-2-zh_0586668-117,我把锅刷得干干净净地退了，白忙活了半天。,I spent a lot of time working in vain as I scrubbed the pot clean before returning it.
1638,"Extremely nice bargain after the deal, extremely unhappy Amazon false offer",refA,-3.0,70.5,-6.0,user_review,kitchen-4-zh_0366960-104,优惠后很划算，亚马逊假优惠很伤心,"Extremely nice bargain after the deal, extremely unhappy Amazon false offer"
1639,The insulation is very sturdy and was bought a week after the baby was delivered.,refA,-2.0,89.5,0.0,user_review,kitchen-4-zh_0366960-104,宝宝出生一周购买，保温超强。,The insulation is very sturdy and was bought a week after the baby was delivered.
1640,"Even if you are not concerned about getting burned, there is no sign of heat on the outside of the pot, which successfully keeps the heat from escaping.",refA,-7.0,69.0,-6.0,user_review,kitchen-4-zh_0366960-104,壶的外面摸不到一丝热量，即不怕烫到人也能有效保护温度不外散。,"Even if you are not concerned about getting burned, there is no sign of heat on the outside of the pot, which successfully keeps the heat from escaping."
1641,"Even after a night, the air-conditioned space can continue to keep a high temperature.",refA,-1.0,78.5,0.0,user_review,kitchen-4-zh_0366960-104,经过一个晚上空调房依然能保持很高的温度。,"Even after a night, the air-conditioned space can continue to keep a high temperature."
1642,"According to Amazon, the anniversary event will include 320 significant discounts, I discovered afterwards that everyone had 249, 289, and 299, I immediately felt duped, so I went to the grocery store and made a comparison.",refA,-8.0,57.5,-11.0,user_review,kitchen-4-zh_0366960-104,"亚马逊说周年活动320大优惠，后来发现大家249,289,299都有，瞬间有种被欺骗感，但是去超市对比了一下依然比同价位各种杂牌划算多了，今后外出可随车携带。","According to Amazon, the anniversary event will include 320 significant discounts, I discovered afterwards that everyone had 249, 289, and 299, I immediately felt duped, so I went to the grocery store and made a comparison."
1643,Vitamix Vitamix 6300,refA,-0.0,64.0,-5.0,user_review,kitchen-5-zh_0344363-146,Vitamix 维他美仕6300,Vitamix Vitamix 6300
1644,"I've been waiting and watching for a while, and now that I've seen that Meiya 6300 is on discount and that orders made outside of Central Asia are priced similarly, I urge you to act quickly.",refA,-15.0,54.0,-6.0,user_review,kitchen-5-zh_0344363-146,已观望很久，看到美亚6300打折，中亚海外购同价，赶紧下手。,"I've been waiting and watching for a while, and now that I've seen that Meiya 6300 is on discount and that orders made outside of Central Asia are priced similarly, I urge you to act quickly."
1645,"My order, which I placed on September 2, was supposed to arrive on the 21st, but it did so on the 12th instead—nearly 10 days earlier—so the speed is really quick!",refA,-4.0,76.0,-1.0,user_review,kitchen-5-zh_0344363-146,9月2号下单，预计到货是21号，结果12号就到了，提前了差不多10天，速度是真快！,"My order, which I placed on September 2, was supposed to arrive on the 21st, but it did so on the 12th instead—nearly 10 days earlier—so the speed is really quick!"
1646,"Amazon is not worried, about breaking the Vitamix original packaging when it is hurled across the ocean, because the packaging box is not large and is being utilized directly!",refA,-10.0,58.0,-6.0,user_review,kitchen-5-zh_0344363-146,包装箱不大，直接用的是Vitamix 的原包装，亚马逊也不怕漂洋过海的摔坏了！,"Amazon is not worried, about breaking the Vitamix original packaging when it is hurled across the ocean, because the packaging box is not large and is being utilized directly!"
1647,"Although the machine appears to be brand-new and has all the necessary components, the cup shakes so violently on the base that I am frightened it may fly out when the machine is switched on!",refA,-0.0,71.0,0.0,user_review,kitchen-5-zh_0344363-146,机器看着挺新，配件齐全，就是杯子放在底座上晃动的厉害，我都害怕开机杯子直接飞出去！,"Although the machine appears to be brand-new and has all the necessary components, the cup shakes so violently on the base that I am frightened it may fly out when the machine is switched on!"
1648,"When I asked a buddy who also had a 5200, he said that his was not as loose as mine.",refA,-0.0,78.0,-5.0,user_review,kitchen-5-zh_0344363-146,问了一个有5200的朋友，听他描述好像没有我的这个这么松。,"When I asked a buddy who also had a 5200, he said that his was not as loose as mine."
1649,"The recipes that come with it are all in English, which can be a nuisance to understand, and there isn't a Chinese translation online, so that's another inconvenience!",refA,-1.0,69.0,0.0,user_review,kitchen-5-zh_0344363-146,随机附带的食谱全英文，看得挺累，网上也没找到中文版，这是个麻烦事！,"The recipes that come with it are all in English, which can be a nuisance to understand, and there isn't a Chinese translation online, so that's another inconvenience!"
1650,"I purchased a transformer as soon as the items were delivered, It's expected to arrive in 3 days, at which point I'll throw it away!",refA,-6.0,38.0,-6.0,user_review,kitchen-5-zh_0344363-146,收到货后赶紧的买个了变压器，估计3天能到吧，到时候再好好折腾！,"I purchased a transformer as soon as the items were delivered, It's expected to arrive in 3 days, at which point I'll throw it away!"
1651,"The material is average, the size is very little, and there is no umbrella cover.",refA,-7.0,77.0,0.0,user_review,luggage-1-zh_0367532-71,太小，没伞套，材质一般。,"The material is average, the size is very little, and there is no umbrella cover."
1652,Absolutely not a queen size!,refA,-5.0,48.0,-25.0,user_review,luggage-1-zh_0367532-71,根本不是大号！,Absolutely not a queen size!
1653,"The subsequent Totes, 1. There is no umbrella cover on this one 2. The umbrella handle's material is ordinary 3. Despite the fact that it is labeled as Large, this umbrella is actually practical for one person, For two people, that probably isn't enough.",refA,-9.1,80.0,-2.0,user_review,luggage-1-zh_0367532-71,"第二把Totes，1.这把没有伞套 2.伞柄材质一般 3.明明写Large,实际上就是一人用的便捷雨伞,两个人用估计够呛。","The subsequent Totes, 1. There is no umbrella cover on this one 2. The umbrella handle's material is ordinary 3. Despite the fact that it is labeled as Large, this umbrella is actually practical for one person, For two people, that probably isn't enough."
1654,"The one I previously purchased in the United States of America, on the other hand, can be comfortably utilized by three people.",refA,-7.0,71.0,-5.0,user_review,luggage-1-zh_0367532-71,反而之前在美亚买的那把能三个人用无压力。,"The one I previously purchased in the United States of America, on the other hand, can be comfortably utilized by three people."
1658,Reasonably good,refA,-0.0,81.5,-5.0,user_review,luggage-3-zh_0932643-67,还可以,Reasonably good
1659,"Benefits: This bag is more delicate, and appears to be more robust.",refA,-1.0,84.0,-1.0,user_review,luggage-3-zh_0932643-67,优点：这款双肩包比较精致，看起来耐用。,"Benefits: This bag is more delicate, and appears to be more robust."
1660,"Disadvantages: The QR code on the card cannot be scanned (what the hell), the 15.6-inch notebook cannot fit (it could be a little longer), the zipper of this backpack can be locked, but there is no lock for the customer, and it cannot be described as service-oriented.",refA,-1.3,83.0,-11.0,user_review,luggage-3-zh_0932643-67,缺点：卡片上的二维码扫不到（搞什么鬼），15.6寸的笔记本放不下（再长一点点行不行），这款双肩包拉链可以锁起来，却不为买家准备一把锁，不可谓服务至上。,"Disadvantages: The QR code on the card cannot be scanned (what the hell), the 15.6-inch notebook cannot fit (it could be a little longer), the zipper of this backpack can be locked, but there is no lock for the customer, and it cannot be described as service-oriented."
1668,ForRoyal is well-known worldwide for their camera straps and SLR straps,refA,-2.0,78.0,-6.0,user_review,luggage-5-zh_0704717-69,ForRoyal 风靡全球 相机背带 单反背带,ForRoyal is well-known worldwide for their camera straps and SLR straps
1669,"In contrast to other fast gunners, which use screws to fix the bottom to harm the camera, this strap is more scientifically constructed, hanging from the shoulders, practical, and the chest is fixed and protected with soft material, It is also extremely easy to remove the camera from this strap.",refA,-6.0,73.5,-8.0,user_review,luggage-5-zh_0704717-69,这条背带设计得比较科学，挂双肩，实用，而且胸前是用软材料固定及保护相机，不像其他快枪手那样用螺丝固定底部伤相机，而且取下摄影也很方便。,"In contrast to other fast gunners, which use screws to fix the bottom to harm the camera, this strap is more scientifically constructed, hanging from the shoulders, practical, and the chest is fixed and protected with soft material, It is also extremely easy to remove the camera from this strap."
1670,Poor post-purchase support,refA,-1.1,66.0,-5.0,user_review,musical_instruments-1-zh_0277649-66,垃圾售后,Poor post-purchase support
1671,"One of the parts on the piano I bought a month and a half ago was missing, they provided me with an after-sales phone number after alerting Amazon, the part has not yet been received despite numerous communications, what class of effectiveness is this!",refA,-2.1,59.0,0.0,user_review,musical_instruments-1-zh_0277649-66,我一个半月前买的琴，缺个零件，通知亚马逊后给了我售后的电话，多次沟通后，零件现在还没收到，请问这是什么效率！,"One of the parts on the piano I bought a month and a half ago was missing, they provided me with an after-sales phone number after alerting Amazon, the part has not yet been received despite numerous communications, what class of effectiveness is this!"
1672,"If an issue arises in the future, it is anticipated that it will be more difficult to fix, the after-sales service is too much bother, so friends who are looking forward to it should take a detour!",refA,-3.1,56.0,-6.0,user_review,musical_instruments-1-zh_0277649-66,估计之后有问题维修更麻烦，期待好售后的朋友们还是绕道吧，太费心！,"If an issue arises in the future, it is anticipated that it will be more difficult to fix, the after-sales service is too much bother, so friends who are looking forward to it should take a detour!"
1678,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable.",refA,-1.0,75.0,-1.0,user_review,office_product-1-zh_0442334-116,第一次买的时候，东西有问题，所有的灯在闪烁，无法用。,"When I first purchased it, there was a problem, all of the lights were flickering, and it was inoperable."
1679,"Although I requested a replacement, it took the items three days to reach Shanghai and they have still not been delivered.",refA,-0.0,74.0,0.0,user_review,office_product-1-zh_0442334-116,要求换货，结果货到上海都三天了，还不送过来。,"Although I requested a replacement, it took the items three days to reach Shanghai and they have still not been delivered."
1680,The delivery person is unresponsive to calls.,refA,-1.0,73.0,0.0,user_review,office_product-1-zh_0442334-116,给配送的打电话也不接。,The delivery person is unresponsive to calls.
1681,The courier service claimed to have only that one contact.,refA,-1.0,73.0,-5.0,user_review,office_product-1-zh_0442334-116,快递公司说，他们只有那个联系方式。,The courier service claimed to have only that one contact.
1682,Amazon is unable to lodge a complaint anywhere.,refA,-5.0,71.0,-25.0,user_review,office_product-1-zh_0442334-116,亚马逊找不到投诉的地方。,Amazon is unable to lodge a complaint anywhere.
1683,"The delivery was delayed at my request, even though there was no request for it to be done - a text message confirming this appeared.",refA,-10.0,72.0,-6.0,user_review,office_product-1-zh_0442334-116,没有要求过，延迟送货的情况下，莫名其妙按我的要求延迟送货－这样的短信过来。,"The delivery was delayed at my request, even though there was no request for it to be done - a text message confirming this appeared."
1684,"About the transit issue, I'll speak later.",refA,-5.0,71.0,-25.0,user_review,office_product-1-zh_0442334-116,后面又说什么中转问题。,"About the transit issue, I'll speak later."
1685,"Anyway, the incredibly bad purchasing experience led me to start questioning the efficiency of Amazon's logistics and control systems.",refA,-5.0,71.0,-6.0,user_review,office_product-1-zh_0442334-116,反正极差的购物体验，开始怀疑亚马逊的物流系统及控制系统的有效性。,"Anyway, the incredibly bad purchasing experience led me to start questioning the efficiency of Amazon's logistics and control systems."
1686,I suppose I won't be able to collect it today.,refA,-5.0,73.0,0.0,user_review,office_product-1-zh_0442334-116,估计今天也拿不到。,I suppose I won't be able to collect it today.
1689,"The pen is fine, but the packaging is overly plain, consisting of only a cardboard box with no safety measures, and the pen box is glued, with a large piece of transparent glue, which is all over the box when it is taken off.",refA,-3.0,84.0,-3.0,user_review,office_product-3-zh_0706533-72,笔还可以，不过包裹太简陋了，就一个纸盒子，什么保护措施都没有，而且装笔的盒子用一大块透明胶粘着，撕下来胶都在盒子上。,"The pen is fine, but the packaging is overly plain, consisting of only a cardboard box with no safety measures, and the pen box is glued, with a large piece of transparent glue, which is all over the box when it is taken off."
1690,"This is how the 600 yuan item is handled, which is a very unsatisfactory purchase.",refA,-2.0,86.0,-6.0,user_review,office_product-3-zh_0706533-72,六百元的东西就这样对待，很失望的一次购物。,"This is how the 600 yuan item is handled, which is a very unsatisfactory purchase."
1691,"However, the pen works just fine.",refA,-0.0,85.0,0.0,user_review,office_product-3-zh_0706533-72,不过笔没问题。,"However, the pen works just fine."
1692,"Hopefully, future packaging improvements will be made!",refA,-0.0,84.0,0.0,user_review,office_product-3-zh_0706533-72,希望在包装上以后多改进！,"Hopefully, future packaging improvements will be made!"
1732,Never been opened,refA,-5.0,81.0,0.0,user_review,other-4-zh_0181537-92,没拆开过,Never been opened
1733,The battery is working.,refA,-1.0,82.0,-5.0,user_review,other-4-zh_0181537-92,电池在用。,The battery is working.
1734,I really want to dissect it and see what is in its stomach.,refA,-1.0,81.0,0.0,user_review,other-4-zh_0181537-92,很想解剖一下，看看它肚子里到底是什么。,I really want to dissect it and see what is in its stomach.
1735,"If you think about it afterwards, It would be unreasonable to spend that much money if you were unhappy after disassembling it; on the other hand, if you were satisfied after disassembling it, it would be challenging to rebuild and uncomfortable to use.",refA,-5.0,78.0,-2.0,user_review,other-4-zh_0181537-92,后来想想，万一拆开后很失望，花那么多钱就太冤了；万一拆开后很满意，再装起来就难了，用着就不爽了。,"If you think about it afterwards, It would be unreasonable to spend that much money if you were unhappy after disassembling it; on the other hand, if you were satisfied after disassembling it, it would be challenging to rebuild and uncomfortable to use."
1736,"Even though Sony is employing a quality battery cell, forget it.",refA,-6.0,80.0,-5.0,user_review,other-4-zh_0181537-92,算了，就算索尼用的是好电芯吧。,"Even though Sony is employing a quality battery cell, forget it."
1737,The majority of individuals will feel guilty after reading the in-depth description of the power.,refA,-5.0,60.0,-25.0,user_review,other-4-zh_0181537-92,至于电量的详细说明，一般人看着心里会发虚。,The majority of individuals will feel guilty after reading the in-depth description of the power.
1738,"Fortunately, I have extensive experience working in a manufacturing producing mobile phones, I can be considered to be a half-battery engineer, and I can handle it, aside from the fact that I don't comprehend circuits.",refA,-6.0,74.0,-7.0,user_review,other-4-zh_0181537-92,我还好，长期在手机厂工作过，除了不懂电路外，也算是半个电池工程师了，能顶得住。,"Fortunately, I have extensive experience working in a manufacturing producing mobile phones, I can be considered to be a half-battery engineer, and I can handle it, aside from the fact that I don't comprehend circuits."
1739,Delighted with the outcome,refA,-1.1,77.0,0.0,user_review,other-5-zh_0055587-107,喜出望外,Delighted with the outcome
1740,"I was pretty apprehensive before I bought it, but after I cracked open the box, I was certain!",refA,-5.0,75.0,-1.0,user_review,other-5-zh_0055587-107,买之前心里真的没底，直到打开一看包装就感觉很正！,"I was pretty apprehensive before I bought it, but after I cracked open the box, I was certain!"
1741,"The headphone cable was incredibly flexible and of such high quality that when I finally touched it, I couldn't wait to connect it to my phone and launch QQ Music.",refA,-1.0,77.0,0.0,user_review,other-5-zh_0055587-107,最后当我触碰到耳机线的时候，感觉特别柔韧，质量太好了，迫不及待插到手机上打开qq音乐。,"The headphone cable was incredibly flexible and of such high quality that when I finally touched it, I couldn't wait to connect it to my phone and launch QQ Music."
1742,I was astounded to discover that the sound quality was surround 3D!,refA,-3.0,79.0,0.0,user_review,other-5-zh_0055587-107,我惊愕了，音质竟然是环绕3D立体！,I was astounded to discover that the sound quality was surround 3D!
1743,"I inquired in the actual communication store and was told that it would be around 30 or so, but it is unmistakably not the Pinsent Masons brand; instead, it is a different brand, so even if this Pinsent Masons is 27 yuan, it is well worth the money!",refA,-16.0,66.0,-2.0,user_review,other-5-zh_0055587-107,我在实体通讯店问过了，差不多的30左右，但绝不是品胜牌子的，是杂牌的，因此说这款品胜虽然27块，但是性价比绝对的值得拥有！,"I inquired in the actual communication store and was told that it would be around 30 or so, but it is unmistakably not the Pinsent Masons brand; instead, it is a different brand, so even if this Pinsent Masons is 27 yuan, it is well worth the money!"
1744,Worst experience with online purchasing,refA,-1.0,93.0,0.0,user_review,pc-1-zh_0144298-170,最差的网购体验,Worst experience with online purchasing
1745,"The system said that the order had been dispatched after it was placed on September 28, but the products weren't received until October 12.",refA,-5.0,93.0,-25.0,user_review,pc-1-zh_0144298-170,9月28号下单后，系统显示已经发货，结果一直等到10月12号依然没有收到货。,"The system said that the order had been dispatched after it was placed on September 28, but the products weren't received until October 12."
1746,"Look at the Amazon order status, the vendor did not include an express tracking number, thus I am unable to determine the location of the order.",refA,-2.0,93.0,0.0,user_review,pc-1-zh_0144298-170,查询亚马逊订单状态，卖家没有提供快递单号，查不到订单在哪儿。,"Look at the Amazon order status, the vendor did not include an express tracking number, thus I am unable to determine the location of the order."
1747,"So I emailed the vendor to ask whether I could share the tracking number, but after two days there was still no response.",refA,-5.0,87.0,-25.0,user_review,pc-1-zh_0144298-170,于是发邮件给卖家问是否能提供快递单号，过了两天一直没有回复。,"So I emailed the vendor to ask whether I could share the tracking number, but after two days there was still no response."
1748,"I dialed Amazon customer support out of desperation, the seller's mobile phone number was provided by customer support, I dialed the shop once more.",refA,-2.0,32.0,-25.0,user_review,pc-1-zh_0144298-170,无奈之下，打亚马逊客服，客服告诉了卖家的手机号码，我再打电话问店家，打了几次之后，电话通了，被告知快递丢件了，可以立刻再重新发我一个。,"I dialed Amazon customer support out of desperation, the seller's mobile phone number was provided by customer support, I dialed the shop once more."
1749,"Despite my intense rage, I didn't say much to the seller and simply asked for them to deliver the computer over right away because I needed it so badly.",refA,-3.0,91.0,-6.0,user_review,pc-1-zh_0144298-170,虽然我特别生气，但是由于电脑急需要，所以也就没跟卖家多说，只要立刻发给我就好。,"Despite my intense rage, I didn't say much to the seller and simply asked for them to deliver the computer over right away because I needed it so badly."
1750,I called the following day to inquire as a result: Has it been shipped?,refA,-2.0,80.0,0.0,user_review,pc-1-zh_0144298-170,结果，第二天打电话问，发货了吗？,I called the following day to inquire as a result: Has it been shipped?
1751,"Not yet, according to the vendor; it will be available in the afternoon.",refA,-1.0,81.0,0.0,user_review,pc-1-zh_0144298-170,卖家说还没，下午才能发。,"Not yet, according to the vendor; it will be available in the afternoon."
1752,"The seller told me it will be delivered after five or six in the afternoon when I called again in the afternoon, but when I called at seven in the evening, nobody picked up.",refA,-0.0,93.0,0.0,user_review,pc-1-zh_0144298-170,我下午又打电话问，卖家说一定发，下午五六点之后发货，结果等我晚上七点打电话，电话就没人接了。,"The seller told me it will be delivered after five or six in the afternoon when I called again in the afternoon, but when I called at seven in the evening, nobody picked up."
1753,I contacted once more on the morning of the third day and enquired as to whether the things had been dispatched?,refA,-0.1,94.0,0.0,user_review,pc-1-zh_0144298-170,第三天上午我又打，问货发出去了吗？,I contacted once more on the morning of the third day and enquired as to whether the things had been dispatched?
1765,It is highly advised that Amazon turn off EMS!,refA,-1.0,78.0,-5.0,user_review,pc-3-zh_0475867-158,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!
1766,"Three-star average, one-star logistics, five-star product.",refA,-2.0,83.0,-1.0,user_review,pc-3-zh_0475867-158,商品五星，物流一星，平均三星。,"Three-star average, one-star logistics, five-star product."
1767,"Why Amazon wants to dispatch EMS is a mystery to me, its unreliability is acknowledged in the sector, computers are, in any case, valuable!",refA,-6.0,84.0,-1.0,user_review,pc-3-zh_0475867-158,不懂为什么亚马逊要寄EMS，业内公认的不靠谱，好嘛，电脑好歹也是贵重物品啊！,"Why Amazon wants to dispatch EMS is a mystery to me, its unreliability is acknowledged in the sector, computers are, in any case, valuable!"
1768,"The family waited at home for three days after placing the order, which states that delivery is anticipated for the 20th!",refA,-4.0,79.0,0.0,user_review,pc-3-zh_0475867-158,买后订单显示，预计20号送达，于是家里人在家等了三天！,"The family waited at home for three days after placing the order, which states that delivery is anticipated for the 20th!"
1769,Why does sending it from Xiamen to Fuzhou take four or five days!,refA,-0.0,81.0,0.0,user_review,pc-3-zh_0475867-158,从厦门寄到福州，为什么要四五天啊！,Why does sending it from Xiamen to Fuzhou take four or five days!
1770,"I verified the logistics early on February 22nd and eventually made it to Fuzhou, I was happy and prepared to accept the gifts, So without getting any calls or texts, I reviewed the logistics at night!",refA,-9.0,79.0,-25.0,user_review,pc-3-zh_0475867-158,22号早上查物流终于到福州了，准备开开心心收货，结果，晚上在没收到任何电话、短信的情况下，一查物流，竟然中午就被签收了，还显示的本人签收！,"I verified the logistics early on February 22nd and eventually made it to Fuzhou, I was happy and prepared to accept the gifts, So without getting any calls or texts, I reviewed the logistics at night!"
1771,I was startled right away!,refA,-0.0,87.0,0.0,user_review,pc-3-zh_0475867-158,我瞬间震惊了！,I was startled right away!
1772,My identity? My location? Have I truly purchased this computer?,refA,-1.0,80.0,-5.0,user_review,pc-3-zh_0475867-158,我是谁？我在哪儿？这电脑真是我买的吗？,My identity? My location? Have I truly purchased this computer?
1773,"Just questioned life, okay!",refA,-5.0,68.0,-25.0,user_review,pc-3-zh_0475867-158,简直怀疑人生了好么！,"Just questioned life, okay!"
1774,"Finally, I returned the machine to the collecting location.",refA,-6.0,77.0,-5.0,user_review,pc-3-zh_0475867-158,最后跑了一趟代收点才把电脑搬回来。,"Finally, I returned the machine to the collecting location."
1784,Logistics are not cost effective,refA,-5.0,51.0,-25.0,user_review,personal_care_appliances-1-zh_0648036-28,物流不省心,Logistics are not cost effective
1785,"When it was delivered in this manner, not only was the packaging flattened, but the packaging of electrical appliances was also opened, I'm not sure if there has been a package update.",refA,-5.0,33.0,-5.0,user_review,personal_care_appliances-1-zh_0648036-28,送来成这个样子，不仅包装压扁，电器包装也是开的，也不知道有没有调包。,"When it was delivered in this manner, not only was the packaging flattened, but the packaging of electrical appliances was also opened, I'm not sure if there has been a package update."
1786,FYI,refA,-0.0,99.0,0.0,user_review,personal_care_appliances-2-zh_0043819-89,FYI,FYI
1787,"I haven't used it yet, but I always trust Philips, so I'm hoping the battery life is longer than that of other brands.",refA,-1.0,87.0,0.0,user_review,personal_care_appliances-2-zh_0043819-89,还没有试用，一贯信赖飞利浦，希望电池寿命比其它牌子要长一些。,"I haven't used it yet, but I always trust Philips, so I'm hoping the battery life is longer than that of other brands."
1788,"I looked it up online, and it appears to be a regular issue with water ingress, with no warranty.",refA,-6.0,76.0,0.0,user_review,personal_care_appliances-2-zh_0043819-89,上网查了，可能是进水的通病，而且没有保修。,"I looked it up online, and it appears to be a regular issue with water ingress, with no warranty."
1789,Depressed!,refA,-1.0,92.0,-5.0,user_review,personal_care_appliances-2-zh_0043819-89,郁闷！,Depressed!
1790,"Now wrapped in plastic wrap to be used again, I'm not sure how long it can be used for?",refA,-1.0,76.0,0.0,user_review,personal_care_appliances-2-zh_0043819-89,现在裹上保鲜膜继续用，不知能用多久？,"Now wrapped in plastic wrap to be used again, I'm not sure how long it can be used for?"
1791,Purchase the unwrapped products of others,refA,-6.1,67.0,-25.0,user_review,personal_care_appliances-3-zh_0491733-115,买到别人拆开过的,Purchase the unwrapped products of others
1792,"It is true that a machine costing more than three hundred will pay a tax of over one hundred, observing that it is now over six hundred and so more balanced.",refA,-10.0,62.0,-25.0,user_review,personal_care_appliances-3-zh_0491733-115,三百多的机器要一百多的税确实比较高，看现在再六百多心里平衡多了。,"It is true that a machine costing more than three hundred will pay a tax of over one hundred, observing that it is now over six hundred and so more balanced."
