id,source,reference,target,error_span,category,severity,type,source_lang,target_lang
891,之前在别家网购的滤芯，过滤效果不错，28天结束之后再用多一两天也一样没有水垢。,"My online purchases of filter elements from different businesses have good filtration properties, I use them for an additional day or two without a scale beyond the initial 28 days.","The filter cartridge <v> the EU was reportedly a response to the </v> a good filtering effect, and even after 28 days, there was no scale even if it was used for an extra day or two.", the EU was reportedly a response to the ,non-translation,major,bp,Chinese,English
892,据报道，欧盟此举是对欧洲日益增长的非法移民问题关注的回应，如今，欧盟的核心问题在于，最终能被遣返的非法移民人数很少。,"The EU's action, according to reports, is a reaction to growing worries over illegal immigration in Europe, which is now the main cause of the EU's poor deportation rate of illegal immigrants.","The move by the <v> requests for assistance through various channels such as </v> concern over illegal immigration in Europe, with the core issue now being that very few illegal immigrants can ultimately be deported.", requests for assistance through various channels such as ,non-translation,major,bp,Chinese,English
893,救援队通过使馆、当地政府、联合国救援组织等多种渠道获取救援求助信息，通过线上询情、现场搜索等多种方式进行逐一核实。,"The rescue teams will obtain rescue requests and information through various channels, such as embassies, local governments, and the United Nations rescue organizations, and  verify the information one by one through methods like online inquiries and on-site searches.","The rescue team obtains requests for assistance through various channels such as embassies, local governments, and United Nations relief organizations, <v> Jinping and Prime Minister Fumio Kishida in Bangkok </v> inquiries and on-site searches.", Jinping and Prime Minister Fumio Kishida in Bangkok ,non-translation,major,bp,Chinese,English
894,何立峰指出，举办本届论坛是落实习近平主席和岸田文雄首相曼谷会晤共识、加强中日绿色发展合作的重要举措。,"He Lifeng pointed out that hosting this forum is an important measure to implement the consensus reached between President Xi Jinping and Prime Minister Fumio Kishida during their meeting in Bangkok, and to strengthen cooperation between China and Japan in green development.","He Lifeng pointed out that <v> good quality and cost effective, cheaper than those </v> implement the consensus reached by President Xi Jinping and Prime Minister Fumio Kishida in Bangkok and strengthen China-Japan cooperation in green development."," good quality and cost effective, cheaper than those ",non-translation,major,bp,Chinese,English
895,硬盘质量非常好，性价比绝对高，比香港买还便宜，不急着用和可以忍受物流的话绝对推荐购买。,"The hard disk's quality is excellent, and the price/performance ratio is excellent, It is less expensive than purchasing in Hong Kong, It is strongly advised to purchase if you are not in a hurry and can tolerate the logistics.","Hard drives are of very good quality and cost effective, cheaper than those purchased in Hong <v> the ""Action Plan to Strengthen the Comprehensive Partnership </v> not in a hurry and can tolerate logistics."," the ""Action Plan to Strengthen the Comprehensive Partnership ",non-translation,major,bp,Chinese,English
896,其中，与新加坡签署的《绿色和数字经济伙伴关系谅解备忘录》和与文莱签署的《2023-2027年阶段加强越文全面伙伴关系的行动计划》是两大亮点。,"Among them, the signing of the Memorandum of Understanding on Green and Digital Economy Partnership with Singapore and the Action Plan for Strengthening the Comprehensive Partnership between Vietnam and Brunei in the period of 2023-2027 were the two major highlights of the visit.","Among them, the ""Memorandum of Understanding on Green and Digital Economy Partnership"" signed with Singapore and <v> to open more bases to the US military </v> between Vietnam and Brunei for the 2023-2027 period"" were two highlights.", to open more bases to the US military ,non-translation,major,bp,Chinese,English
897,本月初，菲律宾与美国签署协议，同意对美军开放更多基地，保障南海安全。,"""At the beginning of this month, the Philippines signed an agreement with the United States, agreeing to open more bases to the US military to ensure security in the South China Sea.""","At the beginning of this month, the Philippines signed an agreement with the United States, agreeing <v> sincere condolences are extended to comrades who are </v> to ensure the security of the South China Sea.", sincere condolences are extended to comrades who are ,non-translation,major,bp,Chinese,English
898,今年是中国援外医疗队派遣60周年，谨向正在和曾经执行援外医疗任务的同志们致以诚挚的慰问。,"This year marks the 60th anniversary of the dispatch of China's foreign aid medical teams, and we would like to extend our sincere condolences to our comrades who are and have been on foreign aid medical missions.","This year marks the 60th anniversary of the dispatch of <v> organization came forward to respond, promising to work </v> are extended to comrades who are and have been carrying out medical aid missions abroad."," organization came forward to respond, promising to work ",non-translation,major,bp,Chinese,English
899,最后，该机构相关负责人出面回应，承诺会努力保障好员工和会员的合法权益，风波才得以平息。,"In the end, the organization's relevant chief executive promised to make great efforts to safeguard the legitimate rights and interests of workers and members, and the uproar died down.","In the end, the relevant <v> Chinese and Western cultural backgrounds, there are more </v> to respond, promising to work hard to protect the legitimate rights and interests of employees and members, and the turmoil subsided."," Chinese and Western cultural backgrounds, there are more ",non-translation,major,bp,Chinese,English
900,由于中西方文化背景等原因，语言之间或多或少会存在差异，如果有机会能看到作者原版相信会收获更多。,"There are more or less linguistic distinctions,, because of factors like the cultural backgrounds of Chinese and Western people, I think you will learn more if you have the chance to see the author's original work.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","<v> Since the devastating earthquake in Turkey and neighboring </v> cultural backgrounds, there are more or less differences between languages. If you have the opportunity to see the author's original version, I believe you will gain more.‏‏", Since the devastating earthquake in Turkey and neighboring ,non-translation,major,bp,Chinese,English
901,土耳其与相接的叙利亚发生强震以来，来自几十个国家的救援队日以继夜地在数千座震毁建筑的废墟中辛勤工作，解救被埋在瓦砾下的幸存者。,"Since the strong earthquake struck Turkey and neighboring Syria, rescue teams from dozens of countries have been tirelessly working day and night amidst the debris of thousands of collapsed buildings, striving to rescue survivors trapped under the rubble.","Since <v> Lingli, executive director of sports and wellness tourism </v> rescue teams from dozens of countries have worked day and night in the rubble of thousands of destroyed buildings to rescue survivors buried under the rubble."," Lingli, executive director of sports and wellness tourism ",non-translation,major,bp,Chinese,English
902,新加坡旅游局体育与康养旅游执行署长王凌丽说，近年来，越来越多的游客把身体健康放在各项考虑因素的首位。,"According to Wong Ling Li, the Executive Director of Sports and Wellness Tourism at the Singapore Tourism Board, in recent years, an increasing number of tourists prioritize their physical well-being as a key consideration factor.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","Wang Lingli, executive director of sports and wellness tourism of the Singapore Tourism Board, said that in recent years, more and more <v> half of the people in the country invested </v> all considerations.‏‏", half of the people in the country invested ,non-translation,major,bp,Chinese,English
903,有行业人士表示，2021年末我国基金投资者超过7.2亿人，也就是说，全国有一半人都投资了基金产品。,"Some people in the industry said that by the end of 2021, there will be more than 720 million fund investors in my country. This means that half of the people in the country have invested in fund products.","According to industry sources, by the end of 2021, there were more than 720 million fund investors in China, which means that <v> psychological needs - the desire to be understood, </v> in fund products."," psychological needs - the desire to be understood, ",non-translation,major,bp,Chinese,English
904,根据马斯洛需求层次理论，在人的基本生存需要得到满足后，最迫切的就是心理需要的满足——希望被理解、被肯定、被赏识。,"Maslow's hierarchy of needs theory states that when people's basic needs for survival are met, it is imperative to meet their psychological needs-- in order to feel understood, validated, and valued.","According to Maslow's hierarchy of needs, once a person's basic survival needs are met, the most urgent need is the satisfaction of psychological needs <v> site, and continue to carry out in-depth rescue </v> appreciated."," site, and continue to carry out in-depth rescue ",non-translation,major,bp,Chinese,English
905,救援队将根据灾区实际和救援现场情况，科学调整救援力量，持续深入开展救援工作。,"The rescue team will adjust the rescue forces based on the actual situation in the disaster area and the conditions at the rescue site, and will continue to carry out rescue operations in a comprehensive and thorough manner.","The rescue team will scientifically adjust its rescue force according to the actual <v> cancel the order. The link to contact customer </v> at the rescue site, and continue to carry out in-depth rescue work.", cancel the order. The link to contact customer ,non-translation,major,bp,Chinese,English
906,下单后发现下错了，但是取消订单已经取消不了，网页联系在线客服一直显示错误链接，联系不上。,"I realized my error after I placed the order, but I am unable to cancel it, the incorrect link was always presented when I tried to contact the website's online customer support, so I was unable to do so.","After placing the order, I realized I made a <v> an important step in the continuous advancement of </v> link to contact customer service on the website kept showing an error, so I couldn't get in touch.", an important step in the continuous advancement of ,non-translation,major,bp,Chinese,English
907,北交所融资融券交易的启动是持续推进北交所市场制度建设、完善交易机制、提升二级市场定价功能的重要举措。,"The launch of margin trading and securities lending trading by Beijing Financial Exchange (Beijing Exchange) is an important measure in the continuous promotion of market system construction, improvement of trading mechanisms, and enhancement of the pricing function of the secondary market for the Beijing Exchange.","The launch of the BSE financed securities trading is an important step in the <v> 21st. As a result, it arrived on the </v> the trading mechanism and improving the secondary market pricing function."," 21st. As a result, it arrived on the ",non-translation,major,bp,Chinese,English
908,9月2号下单，预计到货是21号，结果12号就到了，提前了差不多10天，速度是真快！,"My order, which I placed on September 2, was supposed to arrive on the 21st, but it did so on the 12th instead—nearly 10 days earlier—so the speed is really quick!","The order was placed on September 2nd, and the expected arrival was on the 21st. As a result, it arrived on the <v> of fresh students returning home to seek employment </v> The speed is really fast!", of fresh students returning home to seek employment ,non-translation,major,bp,Chinese,English
909,报告指出，自2020年以来，在中国国内求职的海归数量明显增长，回国求职的应届留学生数量增多。,"The overview famous that since 2020, both the number of later graduates returning to China to hunt for work and the number of returnees searching for work in China have enormously expanded.","The report <v> from the First Affiliated Hospital of Zhengzhou University </v> overseas returnees seeking employment in China has increased markedly, and the number of fresh students returning home to seek employment has increased.", from the First Affiliated Hospital of Zhengzhou University ,non-translation,major,bp,Chinese,English
910,记者从郑州大学第一附属医院了解到，以单颗常规种植为例，从种植到最后修复，价格大概要一万六七千元左右。,"Concurring to the Primary Partnered Clinic of Zhengzhou College, the taken a toll for a single customary planting, as an illustration, ranges from 16,000 to 7,000 yuan from planting to last reclamation.","Reporters learned from the <v> opioid psychoactive substances are analogues of fentanyl, whose </v> a single conventional implant as an example, the price from implantation to final repair is about 16,000 to 17,000 yuan."," opioid psychoactive substances are analogues of fentanyl, whose ",non-translation,major,bp,Chinese,English
911,类阿片新型精神活性物质中有许多是芬太尼的类似物，其药效和危害已得到证明，在北美导致了过量死亡事件，其他区域也有，但程度较轻。,"Overdose passing  from NPS opioids, numerous of which are fentanyl analogs, have been reported in North America and, to a lesser degree, abroad.","Many of the new opioid psychoactive substances are analogues of fentanyl, whose efficacy and <v> Singapore and Brunei have been a complete success, </v> in North America and, to a lesser extent, in other regions."," Singapore and Brunei have been a complete success, ",non-translation,major,bp,Chinese,English
912,越通社河内——越通社特派记者报道，越南政府总理范明政和夫妇对新加坡和文莱进行正式访问已圆满成功，并取得了全面、务实且具体的成果。,"Vietnam News Agency (Hanoi) - A special envoy from the Vietnam News Agency reports that the official visit of Prime Minister Phan Minh Chinh and his spouse to Singapore and Brunei has been successfully concluded, yielding comprehensive, pragmatic, and tangible outcomes.","Hanoi - Vietnamese Prime Minister Pham Minh Trinh and <v> French people, they do not have to choose </v> have been a complete success, with comprehensive, practical and concrete results, a special correspondent of VNA reported."," French people, they do not have to choose ",non-translation,major,bp,Chinese,English
913,鉴于对于大部分法国人来说，周六是公休日，他们不需要在是参加示威抗议活动，还是扣工资罢工之间做出选择，工会团体因此希望今天的集会活动能吸引更多人参与。,"Given that for most French people, Saturday is a public holiday and they don't have to choose between participating in a demonstration and protest or a wage garnishment strike, union groups are hoping that today's rally will attract more people.","Given that Saturday is a public holiday for most French people, they do not have to choose between participating in a protest <v> Industry and Information Technology recently issued the ""Shenzhen Speedy </v> today's rally will attract more people."," Industry and Information Technology recently issued the ""Shenzhen Speedy ",non-translation,major,bp,Chinese,English
914,中新网2月11日电据“深圳工信”微信公众号10日消息，深圳市工业和信息化局近日印发《深圳市极速先锋城市建设行动计划》。,"Beijing News, February 11, the Shenzhen Civil Bureau of Industry and Data Innovation has discharged the ""Shenzhen Quick Pioneer City Building Activity Arrange,"" concurring to news from the ""Shenzhen Gongxin"" WeChat open account on October 10.","Chinanews.com, February 11. According to the <v> two women were rescued from the rubble of a </v> the 10th, the Shenzhen Municipal Bureau of Industry and Information Technology recently issued the ""Shenzhen Speedy Pioneer City Construction Action Plan"".", two women were rescued from the rubble of a ,non-translation,major,bp,Chinese,English
915,土耳其当局周六表示，在该地区发生20 年来最致命的地震后，两名妇女被困122 小时，救援人员在土耳其从倒塌建筑物的废墟中救出了这两名妇女。,"Rescuers have pulled two women from the rubble of collapsed buildings in Turkey after they were trapped for 122 hours after the region's deadliest earthquake in 20 years, Turkish authorities said on Saturday.","Turkish authorities said on Saturday that two women were rescued from the rubble of a collapsed building by rescue workers <v> other infrastructure along the external border, it would free </v> the deadliest earthquake in the region in 20 years."," other infrastructure along the external border, it would free ",non-translation,major,bp,Chinese,English
916,但一些成员国的外交官员称，如果欧盟能分担外部边界沿线安装摄像头、瞭望塔和其他基础设施的部分，这将给各国腾出国家预算从而加快建设进程。,"The installation of cameras, watchtowers, and other infrastructure along the EU's external borders would free up national funds and move along more quickly, according to diplomats in several member states.","But diplomats from <v> to work with Japan to continue deepening cooperation in </v> share the cost of installing cameras, watchtowers, and other infrastructure along the external border, it would free up national budgets and thus speed up the construction process.", to work with Japan to continue deepening cooperation in ,non-translation,major,bp,Chinese,English
917,中国愿同日方一道，继续深化绿色低碳产业合作、技术合作、政策对话和人文交流，推动两国绿色发展合作不断迈上新台阶。,"China is willing to work with Japan to further deepen cooperation in green and low-carbon industries, technology, policy dialogue, and cultural exchanges, and continuously advance bilateral cooperation in green development to a new level.","<v> According to the South Korean media, Kim's exposure has </v> deepening cooperation in green and low-carbon industries, technology, policy dialogue and cultural exchanges, and to promote the continuous advancement of green development cooperation between the two countries."," According to the South Korean media, Kim's exposure has ",non-translation,major,bp,Chinese,English
918,韩国媒体指出，金主爱自去年11月18日试射火星17飞弹首次在公开露脸以来，3个月以来曝光机率越来越高，至今已是第5度出现于正式场合。,"The South Korean media pointed out that since Kim Joo-ae made his first public appearance on November 18 last year during the test launch of the Mars-17 missile, the exposure rate has increased over the past three months, and has now appeared on official occasions for the fifth time.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","According to the South Korean media, Kim's exposure has increased in the past three months since the first public appearance of the Mars 17 missile on 18 November <v> and 90,000 to 120,000 in the Paris metropolitan area. </v> appearance."," and 90,000 to 120,000 in the Paris metropolitan area. ",non-translation,major,bp,Chinese,English
919,工会团体希望今天能有超过一百万人参加集会，而警方预期的全国参加人数可能在60万到80万之间，巴黎市区可能会集结9万到12万人。,"Union groups are hoping for more than a million people to attend the rally today, while police expect the national turnout could be between 600,000 and 800,000, with 90,000 to 120,000 people likely to gather in downtown Paris.","The unions <v> also buyers who believe that due to information asymmetry, </v> take part in today's rally, while the police are expecting nationwide attendance of between 600,000 and 800,000, and 90,000 to 120,000 in the Paris metropolitan area."," also buyers who believe that due to information asymmetry, ",non-translation,major,bp,Chinese,English
920,也有购房者认为，由于信息不对称，销售时不排除给出额外的让利，买家“维权”的难度不小。,"A few buyers too think that it is troublesome for them to ""protect their rights"" since of information asymmetry, which extra concessions may be made amid the exchange.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","There are also <v> in the afternoon, and the seller assured me that </v> is not ruled out that additional concessions will be given during the sale, and it is not easy for buyers to ""protect their rights.""‏‏"," in the afternoon, and the seller assured me that ",non-translation,major,bp,Chinese,English
921,我下午又打电话问，卖家说一定发，下午五六点之后发货，结果等我晚上七点打电话，电话就没人接了。,"The seller told me it will be delivered after five or six in the afternoon when I called again in the afternoon, but when I called at seven in the evening, nobody picked up.","I called again in the afternoon, and the seller assured me that the item would be shipped after five <v> have been deeply affected, including electronic design automation tool </v> at seven in the evening, no one answered the phone."," have been deeply affected, including electronic design automation tool ",non-translation,major,bp,Chinese,English
922,美媒分析，在美国政府对中国芯片和半导体等行业实施蛮横打压后，许多美国公司深受其害，包括电子设计自动化工具开发商、芯片设计商、晶圆制造设备生产商、芯片制造商本身等。,"US companies that make electronic design automation tools, chips, and wafer manufacturing equipment suffered greatly when the US government suppressed China's chip and semiconductor industries.","According to US media analysis, after the US government brutally suppressed China's chip and semiconductor <v> that other consumers will use them as a reference </v> electronic design automation tool developers, chip designers, wafer manufacturing equipment manufacturers, chip manufacturers themselves, etc.", that other consumers will use them as a reference ,non-translation,major,bp,Chinese,English
923,而比较差的产品，我绝对不会偷懒到复制粘贴评价，这样其他消费者在购买的时候会作为参考，而商家也会因此改进商品质量。,"If a product is subpar, I will never be so lazy to copy and paste reviews so that future customers can use them as a guide when making a purchase and the seller can raise the standard of the product as a result.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","For poorer products, I will never be lazy enough to copy and paste <v> synthetic drugs have been added, many of which are </v> a reference when buying, and the merchant will improve the quality of the product accordingly.‏‏"," synthetic drugs have been added, many of which are ",non-translation,major,bp,Chinese,English
924,除大麻、可卡因和海洛因等植物类物质之外，已经增添了数百种合成毒品，其中许多并不在国际管制之下。药品的非医疗使用也快速增多。,"Numerous engineered drugs, numerous of which are not controlled universally, have been included to plant-based opiates like pot, cocaine, and heroin. Medicate utilization for purposes other than treating ailment is additionally rising rapidly.","In addition to plant-based substances such as cannabis, cocaine and heroin, <v> of their branches due to operational issues, instead of </v> which are not under international control, and the non-medical use of drugs has also increased rapidly."," of their branches due to operational issues, instead of ",non-translation,major,bp,Chinese,English
925,个别健身机构的部分门店出现经营问题，暂时关闭，消费者本可心平气和等待问题解决，为何不少会员的第一反应是“大事不妙”？,"Fitness stores in financial trouble are closed for now, customers can be patient, ""Why is 'not good' common among members' responses?""","Why is it that when individual fitness institutions <v> different sales organizations, but through the ""Fund E Account"", </v> issues, instead of calmly waiting for the problem to be resolved, many members' first reaction is ""something is seriously wrong""?"," different sales organizations, but through the ""Fund E Account"", ",non-translation,major,bp,Chinese,English
926,此前，投资者需要通过不同销售机构查询购买情况，而通过“基金E账户”可以查询所有销售渠道购买的情况，持有基金情况一目了然。,"Previously, investors had to check their purchases through different sales institutions, but through ""Fund E Account"", they can check their purchases from all sales channels and see their fund holdings at a glance.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","Previously, investors needed to check their purchases through <v> and didn't read the product specifications clearly. I have </v> they can check their purchases through all sales channels and see at a glance the status of their fund holdings.‏‏‏‏‏‏‏‏‏‏‏", and didn't read the product specifications clearly. I have ,non-translation,major,bp,Chinese,English
927,三颗星是怪自己马虎没看清楚商品规格，你卖M码电商版我没意见，你货不对版是几个意思？,"I only gave it three stars because I was careless and didn't carefully read the product details, I have no issue with you offering the M-size online version for sale, what does it signify that the edition of your product is incorrect?","The three stars are because I was sloppy and didn't <v> Singapore's tourism, the Singapore Tourism Board launched an intention </v> with you selling the M-size e-commerce version. What does it mean that your product is not the right version?"," Singapore's tourism, the Singapore Tourism Board launched an intention ",non-translation,major,bp,Chinese,English
928,为了使健康养生成为新加坡的旅游亮点之一，新加坡旅游局在2022年11月23日发布了一份意向征集活动，计划在新加坡南部海岸开发一个健康养生景点。,"In order to make health and wellness one of the tourism highlights in Singapore, the Singapore Tourism Board released a call for expressions of interest on November 23, 2022, planning to develop a health and wellness attraction on the south coast of Singapore.","In order to make health and wellness a highlight of Singapore's tourism, the Singapore Tourism Board launched an intention solicitation event on November 23, 2022, planning <v> service, and they said the same thing, that signed </v> southern coast of Singapore."," service, and they said the same thing, that signed ",non-translation,major,bp,Chinese,English
929,申请退货时才告知食品类一旦签收不能退货，没办法打电话给亚马逊客服，也是一样说法，签收不能退货。,"I was informed that after the food is signed for, it cannot be returned and that there is no way to contact Amazon customer service when I requested a refund, likewise, the sign cannot be exchanged in this situation.","When applying for a return, I was informed that food items cannot be <v> January this year amounted to US $31.51 billion, a </v> to call Amazon's customer service, and they said the same thing, that signed items cannot be returned."," January this year amounted to US $31.51 billion, a ",non-translation,major,bp,Chinese,English
930,据台当局财政事务主管部门公布，台湾地区今年1月出口315.1亿美元，年减21.2%，连续第5个月负增长。,"Concurring to the monetary undertakings office of the Taiwan specialists, Taiwan's trades in January this year were 31.51 billion US dollars, an yearly diminish of 21.2%, and it was the fifth continuous month of negative development.","According to the financial affairs department of the Taiwan authorities, Taiwan's exports in January this year <v> never faded, and they whispered to each other. Kim </v> per cent annually, marking the fifth consecutive month of negative growth."," never faded, and they whispered to each other. Kim ",non-translation,major,bp,Chinese,English
931,金正恩在主席台上数次与女儿对望，两人脸上的笑容从未退去，还互相在耳边讲悄悄话，金主爱一度以双手捧起老爸的两颊，金正恩也以灿笑回应。,"Kim Jong-un looked at his daughter several times on the podium, the smiles on their faces never faded, and they whispered in each other's ears at one point, Kim Joo-ae cupped his father's cheeks with both hands, and Kim Jong-un responded with a bright smile.","Kim Jong-un looked at his daughter several times on the podium, the smiles on their faces never faded, and they <v> not been shipped. I immediately contacted customer service to cancel </v> cheeks with both hands, and Kim Jong-un responded with a bright smile.", not been shipped. I immediately contacted customer service to cancel ,non-translation,major,bp,Chinese,English
932,好吧，我就耐心的等着，到了中午上手机一看，订单还在状态还处于未发货，就立马联系客服要求赶快取消订单，客服答复已经操作OK。,"So I simply waited patiently, when I checked my phone at midday, the order was still in the status and had not been delivered, I immediately contacted the customer service and requested that the order be canceled as quickly as possible, customer service responded that the operation was well.","Well, I waited patiently. At noon, I checked my phone <v> batch of personal pension wealth management products, and seven personal </v> not been shipped. I immediately contacted customer service to cancel the order quickly, and the customer service replied that the operation was OK."," batch of personal pension wealth management products, and seven personal ",non-translation,major,bp,Chinese,English
933,2月10日，中国理财网发布首批个人养老金理财产品名单，工银理财、农银理财和中邮理财的7只个人养老金理财产品正式发售。,"China Budgetary Organize distributed a list of the beginning bunch of individual annuity riches administration items on February 10, ICBC Riches Administration, Rural Bank of China Riches Administration, and China Post Riches Administration all authoritatively propelled seven individual annuity riches administration items.","On February 10, <v> images also showed Kim Yo-jong sitting with Kim Jong-un on </v> pension wealth management products, and seven personal pension wealth management products from ICBC Wealth Management, ABC Wealth Management, and China Post Wealth Management officially went on sale.", images also showed Kim Yo-jong sitting with Kim Jong-un on ,non-translation,major,bp,Chinese,English
934,其他官媒画面也显示，金主爱与金正恩坐在室内沙发椅上时，用手不断摸著父亲的脸；她与父亲挽著手走路时，一边用手摸在金正恩的胸口。,Other official media footage also shows Kim Jong-ae touching her father's face with her hand while sitting on a sofa chair in the room with Kim Jong-un; she touches her hand on Kim Jong-un's chest while walking arm-in-arm with her father.,"Other official media images also showed Kim Yo-jong sitting with Kim Jong-un on an indoor sofa, constantly touching her father's face with her hand; when she walked hand <v> life believed to have been lost to disability or premature </v> with her hand.", life believed to have been lost to disability or premature ,non-translation,major,bp,Chinese,English
935,"在2017年与吸毒病症有关的估计167,000例死亡中，有66%是这类物质造成的，在据信为吸毒导致的残疾或过早死亡而损失的2,100万年寿命中，有50%是这类物质造成的。","50 percent of the 21 million years of life thought to have been lost to drug-related disability or premature death in 2017 and 66 percent of the projected 167,000 deaths from drug use disorders were attributed to substances, Resulting from chemicals.","Such substances were responsible for 66 percent of the estimated 167,000 deaths related <v> code, and immediately received a notification from the financial institution </v> the 21 million years of life believed to have been lost to disability or premature death due to drug use."," code, and immediately received a notification from the financial institution ",non-translation,major,bp,Chinese,English
936,事主按指示输入信用卡资料及验证码，随即收到金融机构通知信用卡出现不明消费记录，怀疑信用卡资料经上述网站被盗取。,"The subject entered his credit card information and verification code as instructed, and then received a notification from his financial institution that his credit card had unidentified purchase records, suspecting that his credit card information had been stolen through the above website.","The victims followed the instructions to enter their credit card information and verification code, <v> of cannabis by adults has increased, particularly over the past </v> unknown consumption records on their credit card, suspecting that their credit card information was stolen through the aforementioned website."," of cannabis by adults has increased, particularly over the past ",non-translation,major,bp,Chinese,English
937,在美国最早通过立法的两个州科罗拉多州和华盛顿州，成年人非医疗使用大麻的情况增加，特别是过去一个月以及每天或几乎每天使用的情况增多，自2012年起便已超过了全国平均水平。,"Grown-up non-medical pot utilize has surged, particularly within the past month, and day by day or nearly every day utilize has surpassed the national normal since 2012 in Colorado and Washington, two of the primary US states to endorse laws.","In the first two states in <v> Account"" provides individual investors with a ""one-stop"" query service for </v> by adults has increased, particularly over the past month and on a daily or almost daily basis, and has exceeded the national average since 2012."," Account"" provides individual investors with a ""one-stop"" query service for ",non-translation,major,bp,Chinese,English
938,据介绍，“基金E账户”为个人投资者提供公募基金账户及份额信息的“一站式”查询服务，旨在解决广大中小投资者遗忘账户、查询繁琐等行业服务痛点。,"According to the introduction, ""Fund E Account"" provides individual investors with a ""one-stop"" inquiry service for public fund account and share information, aiming to solve the majority of small and medium-sized investors forget account, cumbersome inquiries and other industry service pain points.","According to reports, <v> members found that their stores did not operate normally after </v> query service for public fund accounts and share information, aiming to solve industry service pain points such as forgetting accounts and cumbersome inquiries for small and medium investors.", members found that their stores did not operate normally after ,non-translation,major,bp,Chinese,English
939,春节后不少会员发现自己所在门店没有正常营业，随后，关于该机构倒闭跑路的传闻引起会员恐慌，导致公安、人社部门介入。,"Members found their stores faulty since Spring Festival, group members panicked over rumors of closure, prompting intervention from safety, HR, and social security departments.","Many of the members found <v> by several strong aftershocks in Turkey and Syria, is the </v> Festival, and rumors about the closure of the agency caused panic among the members, which led to the intervention of the public security and human society departments."," by several strong aftershocks in Turkey and Syria, is the ",non-translation,major,bp,Chinese,English
940,"周一发生的7.8 级地震，在土耳其和叙利亚继续发生了几次强烈余震，是本世纪第七大致命自然灾害，超过了日本2011 年的地震和海啸，接近2003 年邻国伊朗地震造成的31,000 人死亡。","Monday's 7.8-magnitude quake, which continued with several strong aftershocks in Turkey and Syria, was the seventh deadliest natural disaster of the century, surpassing Japan's 2011 earthquake and tsunami and approaching the 31,000 deaths caused by the 2003 earthquake in neighboring Iran.","Monday's 7.8 magnitude earthquake, followed by several strong aftershocks in Turkey and Syria, is the seventh deadliest natural disaster of the century, surpassing the 2011 earthquake and tsunami in Japan and approaching <v> would like you to be aware of this. </v> Iran.", would like you to be aware of this. ,non-translation,major,bp,Chinese,English
941,另外一点值得注意的就是我在网上看到用户的评论说，这个摄像头支持的存储卡最小是8G，存储容量更小的就不能识别，希望大家注意这点。,"A further aspect worth mentioning is that, according to user comments I read online, the least memory card supported by this camera is 8G, and memory cards with a smaller storage capacity cannot be detected, I hope everyone is paying attention to this.","It is also noteworthy that I have seen comments on the Internet that the camera supports a minimum <v> strength of consumer credit data, we judge that the US </v> be recognized, so I would like you to be aware of this."," strength of consumer credit data, we judge that the US ",non-translation,major,bp,Chinese,English
942,结合同样大超预期的服务业PMI、岗位空缺和劳动力缺口数据的回升和消费信贷数据的强势，我们判断经过极端天气和节假日后美国服务业迎来了快速修复。,"Combined with the rebound in service industry PMI, job vacancies, and labor gap data, which also exceeded expectations, and the strength of consumer credit data, we judge that the US service industry has ushered in a quick recovery after extreme weather and holidays.","Combined with the similarly better-than-expected service PMI, the rebound in job openings and labor gap data, and <v> offline navigation, there was a phenomenon of not positioning. I </v> US service sector has experienced a quick fix after extreme weather and holidays."," offline navigation, there was a phenomenon of not positioning. I ",non-translation,major,bp,Chinese,English
943,之所以没有给满分，是因为有一次在用它的离线导航时，出现了不定位现象，我最终没有找出原因，其他时候都很好。,"It was fine, but I didn't give it a perfect score because there was a non-location occurrence once when I was using its offline navigation, and I never did figure out why.","The reason why I <v> last century, Zheng Yonggang served as the director of the </v> I used its offline navigation, there was a phenomenon of not positioning. I didn't find out the reason in the end, and it was fine at other times."," last century, Zheng Yonggang served as the director of the ",non-translation,major,bp,Chinese,English
944,上世纪80年代，郑永刚担任国营棉纺厂的厂长，随着调任，1989年郑永刚成为杉杉股份的前身宁波云港服装总厂的厂长。,"In the 1980s, Zheng Yonggang served as the director of the state-run cotton spinning factory. With the transfer, Zheng Yonggang became the director of Ningbo Yungang Garment General Factory, the predecessor of Sugo Corporation, in 1989","In the 80s of last century, <v> itself wasn't my problem. As a consumer, I asked for </v> spinning factory, and with the transfer, in 1989 Zheng Yonggang became the director of Ningbo Yungang Garment General Factory, the predecessor of Shanshan Co., Ltd."," itself wasn't my problem. As a consumer, I asked for ",non-translation,major,bp,Chinese,English
