id,source,reference,target,error_span,category,severity,source_lang,target_lang
903,首先是箱子并不怎么结实，用加按一下就变形了，其次是背面设计的平放时防止箱面的ABS刮花并起不了作用，再次是箱子里面就是一块布包着、拉杆的地方凸显出来..等等，各种不满意，最后拉链有点不顺畅。,"First of all, the box is not very sturdy, with the addition of a press on the deformation, then the design of the flat rear of the box to prevent the ABS surface from scratching and fails, and lastly, the box is again cloth-wrapped inside, where the trolley bar protrudes.. And so on, there are numerous sources of unhappiness, and eventually, the zipper is not quite smooth.","Firstly, the box is not very sturdy, it deforms with a little pressure, secondly, the design on the back does not prevent the ABS surface of the box from being scratched when placed flat, thirdly, inside the box is just a piece of cloth wrapped around, the place where the pull rod protrudes... and so on, all kinds of dissatisfaction, <v>finally</v>, the zipper is a bit unsmooth.",finally,Accuracy/Mistranslation,Minor,Chinese,English
904,只是我拿到的这个底部有个小砂眼，不知道是我人品不好还是？,"I recently found a small sand hole at the bottom of this, I'm not sure if my lousy character is to blame or not?","I just received <v>this</v> and there's a small sand hole at the bottom, I don't know if it's because of my bad luck or what?",this,Accuracy/Mistranslation,Minor,Chinese,English
905,只是我拿到的这个底部有个小砂眼，不知道是我人品不好还是？,"I recently found a small sand hole at the bottom of this, I'm not sure if my lousy character is to blame or not?","I just received this and there's a small <v>sand hole</v> at the bottom, I don't know if it's because of my bad luck or what?",sand hole,Accuracy/Mistranslation,Minor,Chinese,English
906,标签粘性太差，不防水,Label adhesion is inadequate and not watertight,The <v>label adhesive</v> is too weak and not waterproof.,label adhesive,Accuracy/Mistranslation,Minor,Chinese,English
907,标签粘性太差，不防水,Label adhesion is inadequate and not watertight,The label adhesive is too <v>weak</v> and not waterproof.,weak,Accuracy/Mistranslation,Minor,Chinese,English
908,"一直在用925-25,非常棒，刚收到925-85，笔的质量没的说，样式也非常漂亮，之所以给四星是因为笔有点重，不适合快速写字，笔帽调节铅芯长度处有点晃动，个人意见：925-25要比85更顺手。","I've been utilizing 925-25, which is excellent, I recently got 925-85, The pen is of outstanding quality, and it also has a stunning aesthetic, the pen is a bit hefty and not suited for writing quickly, which is why I only rated it four stars, the lead length can be altered by the cap, 925-25 is smoother than 85, in my perspective, therefore, the place is a little shaky.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","I've been using the 925-25, which is great. I just received the 925-85, the quality of the pen is <v>unquestionable</v> and the style is very beautiful. The reason I gave it four stars is because the pen is a bit heavy, not suitable for fast writing, and the cap adjustment for the lead length is a bit shaky. Personal opinion: the 925-25 is more handy than the 85.‏",unquestionable,Accuracy/Mistranslation,Minor,Chinese,English
909,"一直在用925-25,非常棒，刚收到925-85，笔的质量没的说，样式也非常漂亮，之所以给四星是因为笔有点重，不适合快速写字，笔帽调节铅芯长度处有点晃动，个人意见：925-25要比85更顺手。","I've been utilizing 925-25, which is excellent, I recently got 925-85, The pen is of outstanding quality, and it also has a stunning aesthetic, the pen is a bit hefty and not suited for writing quickly, which is why I only rated it four stars, the lead length can be altered by the cap, 925-25 is smoother than 85, in my perspective, therefore, the place is a little shaky.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","I've been using the 925-25, which is great. I just received the 925-85, the quality of the pen is unquestionable and the style is very beautiful. The reason I gave it four stars is because the pen is a bit heavy, not suitable for fast writing, and the cap adjustment for the lead length is a bit shaky. Personal opinion: the 925-25 is more handy than the <v>85</v>.‏",85,Accuracy/Mistranslation,Minor,Chinese,English
910,最近发现接通电源时，不充电，需要用手左右扶几下充电器和线的连接处，才能充上电。,"Recently, it was discovered that it was not charging when the power was turned on, To charge it, you had to repeatedly hold the charger's cable connection in place with your hands.","Recently, it was found that when the power is connected, it does not charge. It is necessary to manually <v>adjust</v> the connection between the charger and the wire a few times before it can be charged.",adjust,Accuracy/Mistranslation,Minor,Chinese,English
911,最近发现接通电源时，不充电，需要用手左右扶几下充电器和线的连接处，才能充上电。,"Recently, it was discovered that it was not charging when the power was turned on, To charge it, you had to repeatedly hold the charger's cable connection in place with your hands.","Recently, it was found that when the power is connected, it does not charge. It is necessary to manually adjust the <v>connection</v> between the charger and the wire a few times before it can be charged.",connection,Accuracy/Mistranslation,Minor,Chinese,English
912,最近发现接通电源时，不充电，需要用手左右扶几下充电器和线的连接处，才能充上电。,"Recently, it was discovered that it was not charging when the power was turned on, To charge it, you had to repeatedly hold the charger's cable connection in place with your hands.","Recently, it was found that when the power is connected, it does not charge. It is necessary to manually adjust the connection between the charger and the <v>wire</v> a few times before it can be charged.",wire,Accuracy/Mistranslation,Minor,Chinese,English
913,买到别人拆开过的,Purchase the unwrapped products of others,<v>Bought</v> something that has been opened by someone else.,Bought,Accuracy/Mistranslation,Minor,Chinese,English
914,买到别人拆开过的,Purchase the unwrapped products of others,Bought <v>something</v> that has been opened by someone else.,something,Accuracy/Mistranslation,Minor,Chinese,English
915,收到的时候封口胶条状态看着就很不对，像是拆开过，赶紧先拍了照，果然一撕就开了，打开后里面的纸板还有损坏，担心是别人退的，还没到纪念日就赶紧先给老公试试了，结果机器一点电都没有，还好刀头里面没有胡渣，要不大老远的咋退啊！,"The sealing tape was in very poor shape when I got it, looking like it had been disassembled, I snapped a quick photo, and sure enough, it opened as soon as it was taken off, The cardboard inside was still harmed after being opened, I was concerned that someone else might have returned it, I soon tried it on my spouse on the anniversary, but there was no electricity at all in the machine, fortunately, the cutter head doesn't include any beard stubble, so why not send it back completely?","When I received it, the condition of the sealing tape <v>looked very wrong</v>, as if it had been opened. I quickly took a picture, and sure enough, it opened as soon as I tore it. After opening it, the cardboard inside was also damaged. I was worried that it was returned by someone else, so I hurriedly tried it on my husband before the anniversary. As a result, the machine had no power at all, but luckily there were no stubble in the blade, otherwise how would I return it from such a distance!",looked very wrong,Accuracy/Mistranslation,Minor,Chinese,English
916,收到的时候封口胶条状态看着就很不对，像是拆开过，赶紧先拍了照，果然一撕就开了，打开后里面的纸板还有损坏，担心是别人退的，还没到纪念日就赶紧先给老公试试了，结果机器一点电都没有，还好刀头里面没有胡渣，要不大老远的咋退啊！,"The sealing tape was in very poor shape when I got it, looking like it had been disassembled, I snapped a quick photo, and sure enough, it opened as soon as it was taken off, The cardboard inside was still harmed after being opened, I was concerned that someone else might have returned it, I soon tried it on my spouse on the anniversary, but there was no electricity at all in the machine, fortunately, the cutter head doesn't include any beard stubble, so why not send it back completely?","When I received it, the condition of the sealing tape looked very wrong, as if <v>it</v> had been opened. I quickly took a picture, and sure enough, it opened as soon as I tore it. After opening it, the cardboard inside was also damaged. I was worried that it was returned by someone else, so I hurriedly tried it on my husband before the anniversary. As a result, the machine had no power at all, but luckily there were no stubble in the blade, otherwise how would I return it from such a distance!",it,Accuracy/Mistranslation,Minor,Chinese,English
917,收到的时候封口胶条状态看着就很不对，像是拆开过，赶紧先拍了照，果然一撕就开了，打开后里面的纸板还有损坏，担心是别人退的，还没到纪念日就赶紧先给老公试试了，结果机器一点电都没有，还好刀头里面没有胡渣，要不大老远的咋退啊！,"The sealing tape was in very poor shape when I got it, looking like it had been disassembled, I snapped a quick photo, and sure enough, it opened as soon as it was taken off, The cardboard inside was still harmed after being opened, I was concerned that someone else might have returned it, I soon tried it on my spouse on the anniversary, but there was no electricity at all in the machine, fortunately, the cutter head doesn't include any beard stubble, so why not send it back completely?","When I received it, the condition of the sealing tape looked very wrong, as if it had been opened. I quickly took a picture, and sure enough, <v>it opened as soon as I tore it</v>. After opening it, the cardboard inside was also damaged. I was worried that it was returned by someone else, so I hurriedly tried it on my husband before the anniversary. As a result, the machine had no power at all, but luckily there were no stubble in the blade, otherwise how would I return it from such a distance!",it opened as soon as I tore it,Accuracy/Mistranslation,Minor,Chinese,English
918,收到的时候封口胶条状态看着就很不对，像是拆开过，赶紧先拍了照，果然一撕就开了，打开后里面的纸板还有损坏，担心是别人退的，还没到纪念日就赶紧先给老公试试了，结果机器一点电都没有，还好刀头里面没有胡渣，要不大老远的咋退啊！,"The sealing tape was in very poor shape when I got it, looking like it had been disassembled, I snapped a quick photo, and sure enough, it opened as soon as it was taken off, The cardboard inside was still harmed after being opened, I was concerned that someone else might have returned it, I soon tried it on my spouse on the anniversary, but there was no electricity at all in the machine, fortunately, the cutter head doesn't include any beard stubble, so why not send it back completely?","When I received it, the condition of the sealing tape looked very wrong, as if it had been opened. I quickly took a picture, and sure enough, it opened as soon as I tore it. After opening it, the cardboard inside was also damaged. I was worried that it <v>was returned</v> by someone else, so I hurriedly tried it on my husband before the anniversary. As a result, the machine had no power at all, but luckily there were no stubble in the blade, otherwise how would I return it from such a distance!",was returned,Accuracy/Mistranslation,Minor,Chinese,English
919,收到的时候封口胶条状态看着就很不对，像是拆开过，赶紧先拍了照，果然一撕就开了，打开后里面的纸板还有损坏，担心是别人退的，还没到纪念日就赶紧先给老公试试了，结果机器一点电都没有，还好刀头里面没有胡渣，要不大老远的咋退啊！,"The sealing tape was in very poor shape when I got it, looking like it had been disassembled, I snapped a quick photo, and sure enough, it opened as soon as it was taken off, The cardboard inside was still harmed after being opened, I was concerned that someone else might have returned it, I soon tried it on my spouse on the anniversary, but there was no electricity at all in the machine, fortunately, the cutter head doesn't include any beard stubble, so why not send it back completely?","When I received it, the condition of the sealing tape looked very wrong, as if it had been opened. I quickly took a picture, and sure enough, it opened as soon as I tore it. After opening it, the cardboard inside was also damaged. I was worried that it was returned by someone else, so I hurriedly tried it on my husband before the anniversary. As a result, the machine had no power at all, but luckily there were no stubble in the <v>blade</v>, otherwise how would I return it from such a distance!",blade,Accuracy/Mistranslation,Minor,Chinese,English
920,收到的时候封口胶条状态看着就很不对，像是拆开过，赶紧先拍了照，果然一撕就开了，打开后里面的纸板还有损坏，担心是别人退的，还没到纪念日就赶紧先给老公试试了，结果机器一点电都没有，还好刀头里面没有胡渣，要不大老远的咋退啊！,"The sealing tape was in very poor shape when I got it, looking like it had been disassembled, I snapped a quick photo, and sure enough, it opened as soon as it was taken off, The cardboard inside was still harmed after being opened, I was concerned that someone else might have returned it, I soon tried it on my spouse on the anniversary, but there was no electricity at all in the machine, fortunately, the cutter head doesn't include any beard stubble, so why not send it back completely?","When I received it, the condition of the sealing tape looked very wrong, as if it had been opened. I quickly took a picture, and sure enough, it opened as soon as I tore it. After opening it, the cardboard inside was also damaged. I was worried that it was returned by someone else, so I hurriedly tried it on my husband before the anniversary. As a result, the machine had no power at all, but luckily there were no stubble in the blade, otherwise how <v>would I</v> return it from such a distance!",would I,Accuracy/Mistranslation,Minor,Chinese,English
921,这鞋很“窄”，虽然前面还留着距离，但是感觉紧紧的。,"This shoe is incredibly ""narrow,"" and despite the fact that there is still some space in the front, it feels tight.","<v>The shoe</v> is very ""narrow,"" although there is still space in the front, it feels tight.",The shoe,Accuracy/Mistranslation,Minor,Chinese,English
922,这鞋很“窄”，虽然前面还留着距离，但是感觉紧紧的。,"This shoe is incredibly ""narrow,"" and despite the fact that there is still some space in the front, it feels tight.","The shoe is very ""narrow,"" although there is still space in the front, <v>it</v> feels tight.",it,Accuracy/Mistranslation,Minor,Chinese,English
923,18号下的单，25日才收到的货，广州到北京蜗牛的速度！,"On the 18th, the order was placed, and the products arrived on the 25th, from Guangzhou to Beijing, the speed is that of a snail!","The order placed on the 18th <v>only</v> arrived on the 25th, the speed from Guangzhou to Beijing is like a snail's pace!",only,Accuracy/Mistranslation,Minor,Chinese,English
924,18号下的单，25日才收到的货，广州到北京蜗牛的速度！,"On the 18th, the order was placed, and the products arrived on the 25th, from Guangzhou to Beijing, the speed is that of a snail!","The order placed on the 18th only arrived on the 25th, <v>the speed</v> from Guangzhou to Beijing is like a snail's pace!",the speed,Accuracy/Mistranslation,Minor,Chinese,English
925,买的是Z实惠的商品，说明中告知有划痕，但是收到货后发现少了4个螺丝及螺母！,"I purchased Z's least expensive item, and the description stated that there were scratches, but when I received the item, I discovered that 4 screws and nuts were missing!","I bought <v>a</v> product from Z, which was described as having scratches, but when I received it, I found that it was missing four screws and nuts!",a,Accuracy/Mistranslation,Minor,Chinese,English
926,买的是Z实惠的商品，说明中告知有划痕，但是收到货后发现少了4个螺丝及螺母！,"I purchased Z's least expensive item, and the description stated that there were scratches, but when I received the item, I discovered that 4 screws and nuts were missing!","I bought a product from Z, which was described as having scratches, but when I received it, I found that it <v>was missing</v> four screws and nuts!",was missing,Accuracy/Mistranslation,Minor,Chinese,English
927,看来以后不能买Z实惠的商品了！,Looks like I won't be purchasing Z's reasonably priced stuff in the future!‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏,It seems that I <v>can't</v> buy cost-effective products from Z anymore!‏,can't,Accuracy/Mistranslation,Minor,Chinese,English
928,看来以后不能买Z实惠的商品了！,Looks like I won't be purchasing Z's reasonably priced stuff in the future!‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏,It seems that I can't buy cost-effective products from Z <v>anymore</v>!‏,anymore,Accuracy/Mistranslation,Minor,Chinese,English
929,昨天收到快递，亚马逊买的，标注的是EMS运送，最后是天猫的快递送过来的，这是转了多少个弯？亚马逊和天猫关系还不错？,"Yesterday, the courier arrived, I ordered it from Amazon, It has an EMS delivery label on it, in the end, a courier from Tmall brought it, how many turns were required? Do Amazon and Tmall still have a good relationship?","I received a package yesterday that I bought from Amazon. It was marked as being shipped by EMS, but it was finally delivered by Tmall's courier. <v>How many turns</v> did it take? Do Amazon and Tmall have a good relationship?",How many turns,Accuracy/Mistranslation,Minor,Chinese,English
930,昨天收到快递，亚马逊买的，标注的是EMS运送，最后是天猫的快递送过来的，这是转了多少个弯？亚马逊和天猫关系还不错？,"Yesterday, the courier arrived, I ordered it from Amazon, It has an EMS delivery label on it, in the end, a courier from Tmall brought it, how many turns were required? Do Amazon and Tmall still have a good relationship?","I received a package yesterday that I bought from Amazon. It was marked as being shipped by EMS, but it was finally delivered by Tmall's courier. How many turns did it take? Do Amazon and Tmall <v>have a good relationship</v>?",have a good relationship,Accuracy/Mistranslation,Minor,Chinese,English
931,时间不是非常准，每天约快一秒，用了才几个月已经快两分多了。,"Only a few months have seen speeds more than two minutes, and time is not very accurate, moving forward by around a second per day.","The time is not very accurate, it's about a second <v>fast</v> every day, and after only a few months it's already over two minutes fast.",fast,Accuracy/Mistranslation,Minor,Chinese,English
932,时间不是非常准，每天约快一秒，用了才几个月已经快两分多了。,"Only a few months have seen speeds more than two minutes, and time is not very accurate, moving forward by around a second per day.","The time is not very accurate, it's about a second fast every day, and after only a few months it's already over two minutes <v>fast</v>.",fast,Accuracy/Mistranslation,Minor,Chinese,English
933,该部门统计处长蔡美娜表示，这显示消费性电子产业需求疲弱效应扩散，电子产业进入修正期。,"The buyer hardware industry's powerless request impact has expanded, and the division has entered a time of redress, agreeing to Cai Meina, executive of the department's insights division.","<v>Cai Meina</v>, head of the statistics department of the department, said that this shows that the weak demand effect of the consumer electronics industry has spread, and the electronics industry has entered a correction period.",Cai Meina,Accuracy/Mistranslation,Minor,Chinese,English
934,该部门统计处长蔡美娜表示，这显示消费性电子产业需求疲弱效应扩散，电子产业进入修正期。,"The buyer hardware industry's powerless request impact has expanded, and the division has entered a time of redress, agreeing to Cai Meina, executive of the department's insights division.","Cai Meina, head of the statistics <v>department of the department</v>, said that this shows that the weak demand effect of the consumer electronics industry has spread, and the electronics industry has entered a correction period.",department of the department,Accuracy/Mistranslation,Minor,Chinese,English
935,该部门统计处长蔡美娜表示，这显示消费性电子产业需求疲弱效应扩散，电子产业进入修正期。,"The buyer hardware industry's powerless request impact has expanded, and the division has entered a time of redress, agreeing to Cai Meina, executive of the department's insights division.","Cai Meina, head of the statistics department of the department, said that this <v>shows</v> that the weak demand effect of the consumer electronics industry has spread, and the electronics industry has entered a correction period.",shows,Accuracy/Mistranslation,Minor,Chinese,English
936,种植牙齿指的是一种以植入骨组织内的下部结构为基础来支持、固位上部牙修复体的缺牙修复方式。,An upper tooth substitution employing a dental embed is upheld and held by an fundamental component that's surgically embedded in bone tissue.,Dental implant refers to a method of restoring missing teeth based on the underlying structure of <v>bone implant tissue</v> to support and retain the upper tooth restoration.,bone implant tissue,Accuracy/Mistranslation,Minor,Chinese,English
937,种植牙齿指的是一种以植入骨组织内的下部结构为基础来支持、固位上部牙修复体的缺牙修复方式。,An upper tooth substitution employing a dental embed is upheld and held by an fundamental component that's surgically embedded in bone tissue.,Dental implant refers to a method of restoring missing teeth based on the underlying structure of bone implant tissue to support and retain the upper tooth <v>restoration</v>.,restoration,Accuracy/Mistranslation,Minor,Chinese,English
938,持续运行轮值备勤和岗哨工作制度，强化营区安全管理。,The rotation duty and sentry work system are being continuously implemented to ensure the ongoing operation and security management of the camp area.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏,"<v>Continue</v> to operate the shifting standby and sentry work system, and strengthen the safety management of the camp.‏‏",Continue,Accuracy/Mistranslation,Minor,Chinese,English
939,持续运行轮值备勤和岗哨工作制度，强化营区安全管理。,The rotation duty and sentry work system are being continuously implemented to ensure the ongoing operation and security management of the camp area.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏,"Continue to operate the shifting standby and <v>sentry work system</v>, and strengthen the safety management of the camp.‏‏",sentry work system,Accuracy/Mistranslation,Minor,Chinese,English
940,中新网2月11日电据应急管理部网站11日消息，2月10日，正在土耳其搜救的中国救援队派出3个行动分队、45名救援队员，营救出1名被困人员。,"According to the website of the Ministry of Emergency Management, on February 10th, three task forces and 45 rescue team members from the Chinese rescue teams deployed in Turkey successfully rescued one trapped individual.","Chinanews.com, February 11. According to information from the website of the Ministry of Emergency Management on the 11th, on February 10, the Chinese rescue team that was <v>searching and rescuing Turkey</v> sent 3 action teams and 45 rescuers to rescue one trapped person.",searching and rescuing Turkey,Accuracy/Mistranslation,Minor,Chinese,English
941,中新网2月11日电据应急管理部网站11日消息，2月10日，正在土耳其搜救的中国救援队派出3个行动分队、45名救援队员，营救出1名被困人员。,"According to the website of the Ministry of Emergency Management, on February 10th, three task forces and 45 rescue team members from the Chinese rescue teams deployed in Turkey successfully rescued one trapped individual.","Chinanews.com, February 11. According to information from the website of the Ministry of Emergency Management on the 11th, on February 10, the Chinese rescue team that was searching and rescuing Turkey sent 3 <v>action teams</v> and 45 rescuers to rescue one trapped person.",action teams,Accuracy/Mistranslation,Minor,Chinese,English
942,同时派出2个搜索评估组，对沃达巴什大街15栋建筑进行评估排查。,"At the same time, two search and assessment teams were dispatched to conduct an assessment and investigation of 15 buildings on Vodabash Street.","At the same time, two search and assessment <v>teams</v> were dispatched to conduct assessment and investigation of 15 buildings on Vodarbash Street.",teams,Accuracy/Mistranslation,Minor,Chinese,English
943,同时派出2个搜索评估组，对沃达巴什大街15栋建筑进行评估排查。,"At the same time, two search and assessment teams were dispatched to conduct an assessment and investigation of 15 buildings on Vodabash Street.","At the same time, two search and assessment teams were dispatched to conduct assessment and investigation of 15 buildings on <v>Vodarbash</v> Street.",Vodarbash,Accuracy/Mistranslation,Minor,Chinese,English
944,救援队通过使馆、当地政府、联合国救援组织等多种渠道获取救援求助信息，通过线上询情、现场搜索等多种方式进行逐一核实。,"The rescue teams will obtain rescue requests and information through various channels, such as embassies, local governments, and the United Nations rescue organizations, and  verify the information one by one through methods like online inquiries and on-site searches.","The rescue team <v>obtained</v> rescue and help information through various channels such as embassies, local governments, and United Nations rescue organizations, and verified them one by one through online inquiries and on-site searches.",obtained,Accuracy/Mistranslation,Minor,Chinese,English
945,救援队通过使馆、当地政府、联合国救援组织等多种渠道获取救援求助信息，通过线上询情、现场搜索等多种方式进行逐一核实。,"The rescue teams will obtain rescue requests and information through various channels, such as embassies, local governments, and the United Nations rescue organizations, and  verify the information one by one through methods like online inquiries and on-site searches.","The rescue team obtained rescue and help information through various channels such as embassies, local governments, and United Nations rescue organizations, and <v>verified</v> them one by one through online inquiries and on-site searches.",verified,Accuracy/Mistranslation,Minor,Chinese,English
946,向中国香港救援队介绍目前救援环境和建筑坍塌等情况，联合开展搜索行动。,"Introduce the current rescue environment and the situation of building collapses to the Hong Kong rescue team from China, and jointly carry out search operations.","<v>Introduce</v> the current rescue environment and building collapses to the Hong Kong rescue team, and jointly carry out search operations.",Introduce,Accuracy/Mistranslation,Minor,Chinese,English
947,向中国香港救援队介绍目前救援环境和建筑坍塌等情况，联合开展搜索行动。,"Introduce the current rescue environment and the situation of building collapses to the Hong Kong rescue team from China, and jointly carry out search operations.","Introduce the current rescue environment and building collapses to the Hong Kong rescue team, and <v>jointly</v> carry out search operations.",jointly,Accuracy/Mistranslation,Minor,Chinese,English
948,目前与意大利救援队联合负责区域协调(SSC5)，同时派遣3名队员参加5号区域救援协调中心工作，与意大利、英国、塞尔维亚、斯洛伐克、阿曼等多支队伍进行沟通，了解了联合国救援组织和各国救援队救援工作情况。,"Currently jointly responsible for regional coordination with the Italian rescue team (SSC5), while sending three members to participate in the work of the regional rescue coordination center 5, and communicate with Italy, Britain, Serbia, Slovakia, Oman and many other teams to understand the rescue work of the United Nations rescue organizations and national rescue teams.","At present, <v>it is jointly</v> responsible for regional coordination (SSC5) with the Italian rescue team. At the same time, 3 team members are dispatched to participate in the work of the No. 5 regional rescue coordination center, communicating with Italy, the United Kingdom, Serbia, Slovakia, Oman and other teams, and learning about the United Nations rescue organization and rescue teams from all over the world.",it is jointly,Accuracy/Mistranslation,Minor,Chinese,English
949,目前与意大利救援队联合负责区域协调(SSC5)，同时派遣3名队员参加5号区域救援协调中心工作，与意大利、英国、塞尔维亚、斯洛伐克、阿曼等多支队伍进行沟通，了解了联合国救援组织和各国救援队救援工作情况。,"Currently jointly responsible for regional coordination with the Italian rescue team (SSC5), while sending three members to participate in the work of the regional rescue coordination center 5, and communicate with Italy, Britain, Serbia, Slovakia, Oman and many other teams to understand the rescue work of the United Nations rescue organizations and national rescue teams.","At present, it is jointly responsible for regional coordination (SSC5) with the Italian rescue team. At the same time, 3 team members are dispatched to participate in the work of the No. 5 regional rescue coordination center, communicating with <v>Italy, the United Kingdom, Serbia, Slovakia, Oman and other teams</v>, and learning about the United Nations rescue organization and rescue teams from all over the world.","Italy, the United Kingdom, Serbia, Slovakia, Oman and other teams",Accuracy/Mistranslation,Minor,Chinese,English
950,目前与意大利救援队联合负责区域协调(SSC5)，同时派遣3名队员参加5号区域救援协调中心工作，与意大利、英国、塞尔维亚、斯洛伐克、阿曼等多支队伍进行沟通，了解了联合国救援组织和各国救援队救援工作情况。,"Currently jointly responsible for regional coordination with the Italian rescue team (SSC5), while sending three members to participate in the work of the regional rescue coordination center 5, and communicate with Italy, Britain, Serbia, Slovakia, Oman and many other teams to understand the rescue work of the United Nations rescue organizations and national rescue teams.","At present, it is jointly responsible for regional coordination (SSC5) with the Italian rescue team. At the same time, 3 team members are dispatched to participate in the work of the No. 5 regional rescue coordination center, communicating with Italy, the United Kingdom, Serbia, Slovakia, Oman and other teams, and learning about the United Nations rescue <v>organization</v> and rescue teams from all over the world.",organization,Accuracy/Mistranslation,Minor,Chinese,English
951,目前与意大利救援队联合负责区域协调(SSC5)，同时派遣3名队员参加5号区域救援协调中心工作，与意大利、英国、塞尔维亚、斯洛伐克、阿曼等多支队伍进行沟通，了解了联合国救援组织和各国救援队救援工作情况。,"Currently jointly responsible for regional coordination with the Italian rescue team (SSC5), while sending three members to participate in the work of the regional rescue coordination center 5, and communicate with Italy, Britain, Serbia, Slovakia, Oman and many other teams to understand the rescue work of the United Nations rescue organizations and national rescue teams.","At present, it is jointly responsible for regional coordination (SSC5) with the Italian rescue team. At the same time, 3 team members are dispatched to participate in the work of the No. 5 regional rescue coordination center, communicating with Italy, the United Kingdom, Serbia, Slovakia, Oman and other teams, and learning about the United Nations rescue organization and rescue teams <v>from all over the world</v>.",from all over the world,Accuracy/Mistranslation,Minor,Chinese,English
952,救援队持续强化安全管理和队伍保障，按照“统一指挥、安全第一”原则，加强救援现场安全管控，强化救援工作纪律要求，明确安全注意事项。,"The rescue team continues to strengthen safety management and team security, in accordance with the principle of ""unified command, safety first"", strengthen the safety control of the rescue site, strengthen the discipline requirements of rescue work, clear safety precautions.","The rescue team <v>continued</v> to strengthen safety management and team support, and in accordance with the principle of ""unified command, safety first,"" strengthened safety management and control at the rescue site, strengthened discipline requirements for rescue work, and clarified safety precautions.",continued,Accuracy/Mistranslation,Minor,Chinese,English
953,救援队持续强化安全管理和队伍保障，按照“统一指挥、安全第一”原则，加强救援现场安全管控，强化救援工作纪律要求，明确安全注意事项。,"The rescue team continues to strengthen safety management and team security, in accordance with the principle of ""unified command, safety first"", strengthen the safety control of the rescue site, strengthen the discipline requirements of rescue work, clear safety precautions.","The rescue team continued to strengthen safety management and team support, and in accordance with the principle of ""unified command, safety first,"" <v>strengthened</v> safety management and control at the rescue site, strengthened discipline requirements for rescue work, and clarified safety precautions.",strengthened,Accuracy/Mistranslation,Minor,Chinese,English
954,救援队持续强化安全管理和队伍保障，按照“统一指挥、安全第一”原则，加强救援现场安全管控，强化救援工作纪律要求，明确安全注意事项。,"The rescue team continues to strengthen safety management and team security, in accordance with the principle of ""unified command, safety first"", strengthen the safety control of the rescue site, strengthen the discipline requirements of rescue work, clear safety precautions.","The rescue team continued to strengthen safety management and team support, and in accordance with the principle of ""unified command, safety first,"" strengthened safety management and control at the rescue site, <v>strengthened</v> discipline requirements for rescue work, and clarified safety precautions.",strengthened,Accuracy/Mistranslation,Minor,Chinese,English
955,救援队持续强化安全管理和队伍保障，按照“统一指挥、安全第一”原则，加强救援现场安全管控，强化救援工作纪律要求，明确安全注意事项。,"The rescue team continues to strengthen safety management and team security, in accordance with the principle of ""unified command, safety first"", strengthen the safety control of the rescue site, strengthen the discipline requirements of rescue work, clear safety precautions.","The rescue team continued to strengthen safety management and team support, and in accordance with the principle of ""unified command, safety first,"" strengthened safety management and control at the rescue site, strengthened discipline requirements for rescue work, and <v>clarified</v> safety precautions.",clarified,Accuracy/Mistranslation,Minor,Chinese,English
956,推进中国式现代化，要增强战略的前瞻性，以科学的战略预见未来、引领未来；要增强战略的全局性，着眼于解决事关党和国家事业兴衰成败、牵一发而动全身的重大问题；要增强战略的稳定性，战略一经形成，就要长期坚持、一抓到底、善作善成。,"""To promote China's style of modernization, we need to enhance the strategic foresight, scientifically anticipate and lead the future; we need to enhance the strategic comprehensiveness, focusing on addressing major issues that are crucial to the success or failure of the Party and the country; we need to enhance the strategic stability, once a strategy is formulated, it should be adhered to for the long term, implemented consistently, and achieved with excellence.""‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","To promote Chinese-style modernization, it is necessary to enhance the forward-looking nature of the strategy, foresee and lead the future with a scientific strategy; it is necessary to enhance the overall nature of the strategy, focusing on solving major issues that have a bearing on the success or failure of the cause of the Party and the country, and affect the whole <v>body</v>; to enhance the stability of the strategy, once the strategy is formed, it must be adhered to for a long time, grasped to the end, and done well.‏‏",body,Accuracy/Mistranslation,Minor,Chinese,English
957,推进中国式现代化，要增强战略的前瞻性，以科学的战略预见未来、引领未来；要增强战略的全局性，着眼于解决事关党和国家事业兴衰成败、牵一发而动全身的重大问题；要增强战略的稳定性，战略一经形成，就要长期坚持、一抓到底、善作善成。,"""To promote China's style of modernization, we need to enhance the strategic foresight, scientifically anticipate and lead the future; we need to enhance the strategic comprehensiveness, focusing on addressing major issues that are crucial to the success or failure of the Party and the country; we need to enhance the strategic stability, once a strategy is formulated, it should be adhered to for the long term, implemented consistently, and achieved with excellence.""‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","To promote Chinese-style modernization, it is necessary to enhance the forward-looking nature of the strategy, foresee and lead the future with a scientific strategy; it is necessary to enhance the overall nature of the strategy, focusing on solving major issues that have a bearing on the success or failure of the cause of the Party and the country, <v>and affect the whole body</v>; to enhance the stability of the strategy, once the strategy is formed, it must be adhered to for a long time, grasped to the end, and done well.‏‏",and affect the whole body,Accuracy/Mistranslation,Minor,Chinese,English
